C#,CNAME,PERIOD,CREDIT,TEACHER
0432,电磁通史与技术前沿,32.0,2.0,"马慧,项彬,刘志远"
0433,电气科学与人类文明,32.0,2.0,"梁得亮,彭宗仁,王建华,李盛涛,荣命哲,张冠军,刘进军,杜正春,杨旭,曹晖,宋政湘,刘定新"
0434,聚变能源与等离子体,32.0,2.0,"李兴文,邱爱慈,陈振茂,田文喜,吴坚"
0435,电子技术实验1,16.0,0.5,"张锋,孙敏,张皎,高昕悦,刘涛"
0436,模拟电子技术,64.0,4.0,"陈文洁,刘涛"
0437,模拟电子技术,64.0,4.0,郭俊
0438,模拟电子技术,64.0,4.0,和少寅
0439,模拟电子技术,64.0,4.0,"刘涛,陈文洁"
0440,模拟电子技术,64.0,4.0,王绍飞
0441,数字电子技术,48.0,3.0,韩春阳
0442,模拟电子技术基础,48.0,3.0,王振兴
0443,电子技术基础,80.0,4.0,"夏建生,原晓楠"
0444,电子技术实验-1,16.0,0.5,"张锋,孙敏,张皎,刘涛,高昕悦"
0445,电子技术基础,96.0,5.0,"赵进全,孙敏"
0446,现代电子技术,56.0,3.0,"赵进全,孙敏"
0447,信号与系统,36.0,2.0,"王发强,沈瑶"
0448,数字电子技术与微处理器基础,72.0,4.5,王永生
0449,数字电子技术与微处理器基础,72.0,4.5,"张国钢,胡飞虎"
0450,数字电子技术与微处理器基础,72.0,4.5,张虹
0451,数字电子技术与微处理器基础,72.0,4.5,"张虹,杨旭"
0452,人工智能与智能仪器,64.0,3.5,"曾翔君,汤晓君,骆一萍"
0453,能源互联与系统分析,68.0,4.0,"谢海鹏,张海涛"
0454,能源互联网信息通信技术,32.0,2.0,陈晨
0455,能源互联网规划,32.0,2.0,"王建学,吴雄"
0456,储能技术概论,32.0,2.0,"王红康,韩晓刚,张锦英"
0457,直流电网技术,36.0,2.0,"汲胜昌,张凡,张海涛,惠思思"
0458,低碳能源经济与市场,52.0,3.0,"肖云鹏,丁涛"
0459,电路,80.0,4.5,"刘文凤,程璐,沈瑶,王超,高昕悦"
0460,电路,80.0,4.5,"王发强,沈瑶,王超,高昕悦"
0461,电路,80.0,4.5,"邹建龙,沈瑶,王超,高昕悦"
0462,电路,80.0,4.5,"赵彦珍,沈瑶,王超,高昕悦"
0463,电磁场与波,72.0,4.0,"马西奎,沈瑶,王超,高昕悦"
0464,电磁场与波,72.0,4.0,"陈锋,王超,沈瑶,高昕悦"
0465,电磁场与波,72.0,4.0,"董天宇,沈瑶,王超,高昕悦"
0466,电磁场与波,72.0,4.0,"杨黎晖,王超,沈瑶,高昕悦"
0467,电工电子技术导论,48.0,3.0,孙晋茹
0468,电工电子技术-1,48.0,3.0,"孟永鹏,贺博"
0469,电工电子技术-1,48.0,3.0,"刘晔,刘思远"
0470,电工电子技术-1,48.0,3.0,"刘晔,孙佳佳"
0471,电工电子技术-1,48.0,3.0,马慧
0472,电工电子技术-1,48.0,3.0,"纽春萍,何海龙"
0473,电工电子技术-1,48.0,3.0,"朱远惟,王威望"
0474,电工电子技术-1,48.0,3.0,项彬
0475,电工电子技术实验-1,16.0,0.5,"原晓楠,陈琪"
0476,模电与大数电实验-2,24.0,0.5,孙敏
0477,信号与系统II,60.0,3.5,"王发强,沈瑶"
0478,信号与系统II,60.0,3.5,"王曙鸿,沈瑶,张那明"
0479,信号与系统II,60.0,3.5,"张浩,沈瑶"
0480,信号与系统II,60.0,3.5,"张那明,沈瑶,王曙鸿"
0481,电工电子技术实验Ⅱ,16.0,0.5,原晓楠
0482,模电与大数电实验-2,32.0,1.0,"孙敏,张皎,刘宁艳,刘涛,孔忻,王鹏光,刘晓娟"
0483,电磁场,56.0,3.5,"邹建龙,沈瑶,王超,高昕悦"
0484,电力设备设计原理,32.0,2.0,"李盛涛,王诗航"
0485,电力设备设计原理,32.0,2.0,"王诗航,段娜娜"
0486,电力设备设计原理,32.0,2.0,"刘鹏,王立军"
0487,电力设备设计原理,32.0,2.0,"刘鹏,王立军"
0488,电气材料基础,32.0,2.0,"钟力生,张锦英,吴明"
0489,电气材料基础,32.0,2.0,徐曼
0490,电气材料基础,32.0,2.0,肖冰
0491,电气材料基础,32.0,2.0,"孟国栋,刘泳斌"
0492,电气材料基础,32.0,2.0,杨柳青
0493,电气材料基础,32.0,2.0,"孟国栋,吴明"
0494,电气材料基础,32.0,2.0,"高景晖,张宏,刘泳斌"
0495,电力系统稳态分析,68.0,4.0,"郝治国,杨松浩"
0496,电力系统稳态分析,68.0,4.0,"秦博宇,郑涛"
0497,电力系统稳态分析,68.0,4.0,"邵成成,张耀"
0498,电力系统稳态分析,68.0,4.0,"李崇涛,吴雄"
0499,电力系统稳态分析,68.0,4.0,"别朝红,李更丰,段超"
0500,电路,72.0,4.0,"王立军,沈瑶,王超,高昕悦"
0501,电路,72.0,4.0,"王霞,沈瑶,王超,高昕悦"
0502,电气工程及其自动化专业导论,16.0,1.0,"梁得亮,李盛涛,荣命哲,刘进军,杜正春,杨旭,汲胜昌,宋政湘"
0503,电气工程及其自动化专业导论,16.0,1.0,"梁得亮,李盛涛,荣命哲,刘进军,杜正春,杨旭,宋政湘,汲胜昌"
0504,大数据科学与应用技术,32.0,2.0,焦在滨
0505,大数据科学与应用技术,32.0,2.0,焦在滨
0506,人工智能技术导论,32.0,2.0,"曹晖,王超"
0507,人工智能技术导论,32.0,2.0,"曹晖,王超"
0508,高电压技术,56.0,3.0,"李江涛,赵军平,惠思思,杜佳"
0509,高电压技术,56.0,3.0,"董明,任明,惠思思,吕亮"
0510,高电压技术,56.0,3.0,"穆海宝,李军浩,吕亮,杜佳"
0511,高电压技术,56.0,3.0,"杨兰均,刘帅,惠思思"
0512,高电压技术,56.0,3.0,"祝令瑜,李斯盟,吕亮,惠思思"
0513,高电压技术,56.0,3.0,"丁卫东,庞磊,吕亮"
0514,电储能系统与并网技术,40.0,2.0,"王丰,易皓,刘晓娟,王振雄"
0515,能源互联网,32.0,2.0,"谢海鹏,陈晨"
0516,电机的智能控制,48.0,2.5,丁文
0517,风力发电与太阳能发电技术,32.0,2.0,"雷万钧,王来利"
0518,新能源概论,48.0,2.5,"吴锴,周峻,吴坚,姚学玲"
0519,新能源与分布式发电,40.0,2.0,"吴锴,周峻,肖云鹏,何英杰"
0520,电力系统仿真理论与实践,40.0,2.0,"张润凡,李宇骏"
0521,电力系统新技术专题New Technology of Power Systems,16.0,1.0,"王秀丽,杜正春"
0522,电力系统自动化,32.0,2.0,李宇骏
0523,电力系统综合实验,64.0,2.0,宁联辉
0524,发电厂电气部分,36.0,2.0,闫晨光
0525,发电厂电气部分,36.0,2.0,闫晨光
0526,新能源电力系统规划与运行,40.0,2.0,"刘俊,张小亮"
0527,工程电介质物理学,48.0,3.0,"李建英,武康宁"
0528,电磁兼容技术,48.0,2.5,"陈玉,王双,白洁,孔忻"
0529,高电压综合实验,64.0,2.0,"惠思思,吕亮"
0530,放电等离子体基础及应用,32.0,2.0,"李兴文,石桓通,吴坚"
0531,电气设备现代设计,40.0,2.0,"耿英三,吴益飞,王宣东"
0532,电器理论基础,48.0,2.5,"史宗谦,王宣东"
0533,电器理论基础,48.0,2.5,"史宗谦,王宣东"
0534,电机设计,40.0,2.0,丁文
0535,高电压试验与测试,48.0,2.5,"张乔根,刘轩东,赵军平"
0536,控制电机,48.0,2.5,"娄建勇,孙萍"
0537,高电压绝缘技术基础,40.0,2.0,"张冠军,孙安邦,常正实,李文栋,惠思思"
0538,高电压绝缘技术基础,40.0,2.0,"张冠军,孙安邦,李文栋,常正实,惠思思"
0539,电力开关设备,32.0,2.0,"吴翊,闫静"
0540,工业计算机控制技术,56.0,3.0,"崔栋刚,甘永梅,迟晓红"
0541,电机测试技术,32.0,2.0,刘凌
0542,单片计算机原理及应用,36.0,2.0,"贾立新,迟晓红"
0543,智能电网储能应用技术,36.0,2.0,"王建学,孟永庆,张小亮"
0544,储能装置开发项目设计,32.0,1.0,孟锦豪
0545,前沿科技与伦理反思,32.0,2.0,"徐正红,邓军波,王亚楠,石建稳,刘增,孙安邦"
0546,前沿科技与伦理反思,32.0,2.0,"徐正红,邓军波,孙安邦,王亚楠,石建稳,刘增"
0547,等离子体与科技创新,32.0,2.0,"张冠军,孙安邦,常正实,李元"
0548,新能源材料与装备,32.0,2.0,"张磊,毛佳乐,石建稳,张锦英,史乐,许鑫,陈欣,郑红,成永红"
0549,科学测量与发现,32.0,2.0,"吴治诚,庞磊,赵军平"
0550,科学仪器与人类文明,32.0,2.0,"康永锋,陈欣,王红康,许鑫,毛佳乐,陈玉"
0551,手机摄影艺术与计算摄影,32.0,2.0,贾要勤
0552,项目管理概论,32.0,2.0,"许鑫,陈欣,毛佳乐,陈玉"
0553,电气工程与生命健康,32.0,2.0,"许德晖,刘定新"
0554,测控电路,40.0,2.0,"丁晖,孔忻"
0555,自动化仪表,48.0,2.5,"陈玉,毛佳乐,白洁,马璐"
0556,MEMS传感器和执行器,32.0,2.0,"李运甲,王曙东"
0557,光电检测技术,32.0,2.0,"丁晖,韩春阳"
0558,智能电器的设计与开发,56.0,2.0,宋政湘
0559,国际交流,0.0,0.0,"杨旭,祝令瑜"
0560,储能装置监测系统设计,64.0,3.0,"宋政湘,孙丽琼"
0561,科创能力与竞赛训练,32.0,1.0,"刘文凤,迟晓红,沈瑶,张璞,刘宁艳,白洁,孙晓华,高昕悦,吕泽鹏,原晓楠,李瑞程,孙丽琼,王超,孙敏,吕亮,杜锦华,陈欣,孟永鹏,贺博,刘定新,骆一萍,张皎"
0562,空气与气体动力学,72.0,4.0,张科
0563,空气与气体动力学,72.0,4.0,"孟雪广,徐朝启,史亚云"
0564,航空发动机总体设计,32.0,2.0,薛瑞
0565,航空推进原理,56.0,3.0,杨亚晶
0566,航空飞行器总体设计,32.0,2.0,胡淑玲
0567,航天飞行器总体设计,32.0,2.0,陈刚
0568,飞行器制导与导航原理,40.0,2.0,梁勇奇
0569,航空航天推进技术,32.0,2.0,左逢源
0570,热工基础Ⅱ,32.0,2.0,阳倦成
0571,工程热力学II,48.0,3.0,武俊梅
0572,飞行器总体课程设计,32.0,1.0,张扬
0573,航空发动机结构与强度,40.0,2.5,杨利花
0574,航空发动机控制系统,32.0,2.0,杨朝旭
0575,飞行控制系统设计,32.0,2.0,荣海军
0576,飞行器气动课程设计,32.0,1.0,姬兴
0577,项目设计,32.0,1.0,胡淑玲
0578,人工智能技术概论,32.0,2.0,杨朝旭
0579,航天器动力学与控制,32.0,2.0,"孙剑,郎安琪"
0580,航空发动机结构动力学,32.0,2.0,徐自力
0581,力学与工程,32.0,2.0,"吴莹,王正锦,王飞,刘振,罗亚军,李勇,郁汶山,申胜平"
0582,力学分析软件概论,24.0,1.0,"裴翠祥,贾坤"
0583,工程结构（实物）项目设计-1,16.0,0.5,李勇
0584,结构模块课程设计-1,16.0,0.5,秦庆华
0585,机械工程基础,32.0,2.0,张建勋
0586,机械工程基础,32.0,2.0,周建
0587,力学与空天工程概论,16.0,1.0,"申胜平,徐光魁,雷蒋,左逢源,谢勇,许丁,刘马宝,翟崇朴"
0588,力学与空天工程概论,16.0,1.0,"刘马宝,谢勇,申胜平,许丁,左逢源,翟崇朴,徐光魁,雷蒋"
0589,工程力学II,48.0,3.0,"解社娟,丁春华"
0590,工程力学II,48.0,3.0,冯沛华
0591,理论力学,56.0,3.5,谭宁
0592,理论力学,56.0,3.5,王芳文
0593,理论力学,56.0,3.5,张亚红
0594,材料力学,56.0,3.5,殷民
0595,材料力学,56.0,3.5,王茗仕
0596,材料力学,56.0,3.5,高扬
0597,材料力学,56.0,3.5,宋建伟
0598,材料力学,56.0,3.5,雷金成
0599,材料力学,56.0,3.5,伍晓红
0600,材料力学,56.0,3.5,丁春华
0601,材料力学,56.0,3.5,刘启达
0602,材料力学,56.0,3.5,原超
0603,材料力学,56.0,3.5,殷民
0604,基础力学实验-1,16.0,0.5,刘书静
0605,基础力学实验-1,16.0,0.5,徐志敏
0606,基础力学实验-2,16.0,0.5,武彤晖
0607,基础力学实验-2,16.0,0.5,郭苓
0608,基础力学实验-2,16.0,0.5,黄莺
0609,基础力学实验-2,16.0,0.5,刘冉
0610,基础力学实验-2,16.0,0.5,黄莺
0611,基础力学实验-2,16.0,0.5,武彤晖
0612,基础力学实验-2,16.0,0.5,周律
0613,基础力学实验-2,16.0,0.5,徐志敏
0614,基础力学实验-2,16.0,0.5,黄莺
0615,基础力学实验-2,16.0,0.5,周律
0616,工程材料力学,48.0,3.0,刘睫
0617,工程材料力学,48.0,3.0,刘睫
0618,振动力学,48.0,3.0,"徐自力,谢石林"
0619,振动力学,48.0,3.0,罗亚军
0620,计算固体力学,40.0,2.0,李录贤
0621,流体力学Ⅱ,56.0,3.0,许丁
0622,实验力学-1,32.0,2.0,"张舒文,王正锦"
0623,实验力学-1,32.0,2.0,"江鹏,裴翠祥,贾坤"
0624,实验力学-2,64.0,2.0,"裴翠祥,刘冉,田征"
0625,计算流体力学,36.0,2.0,陈春刚
0626,固体力学,96.0,6.0,"刘咏泉,徐光魁"
0627,非线性动力学导论,32.0,2.0,谢勇
0628,塑性力学,32.0,2.0,郁汶山
0629,塑性力学,32.0,2.0,尚福林
0630,先进材料与结构,32.0,2.0,侯俊玲
0631,高等动力学,32.0,2.0,江俊
0632,复合材料力学,16.0,1.0,宋亚勤
0633,疲劳与断裂,32.0,2.0,"卢同庆,王铁军"
0634,界面流体力学（英）,20.0,1.0,张旭瑞
0635,水动力学,32.0,2.0,赵松川
0636,旋涡运动基础,32.0,2.0,菅振
0637,船舶与平台结构基础,16.0,1.0,秦庆华
0638,专业认知II,16.0,0.5,宋建伟
0639,力学史,16.0,1.0,"谢勇,申胜平,许丁,徐光魁"
0640,科研训练-2,80.0,0.5,郁汶山
0641,金融学,48.0,2.5,乔政
0642,中级财务会计 I,32.0,2.0,张俊瑞
0643,中级财务会计 II,64.0,4.0,王欣
0644,税法,32.0,2.0,曹建安
0645,MA管理会计（ACCA）,48.0,3.0,欧佩玉
0646,FA财务会计（ACCA）,48.0,3.0,骆蕾
0647,BT商业与技术（ACCA）,48.0,3.0,赵红
0648,FM 财务管理（ACCA）,64.0,4.0,田高良
0649,AA 审计与认证业务（ACCA）,48.0,3.0,李星
0650,P4 高级财务管理,48.0,3.0,骆蕾
0651,P5 高级业绩管理,48.0,3.0,董南雁
0652,会计信息化,16.0,1.0,董南雁
0653,《黄帝内经》中的管理哲学,16.0,1.0,魏泽龙
0654,工程经济学,32.0,2.0,"孙卫,刘新梅"
0655,中华德学原理源流与经典学习导引,16.0,1.0,程少川
0656,数字经济分析与实践,32.0,2.0,"符皓然,王伟,王凯"
0657,创业实践,16.0,1.0,"赵文红,李福荔,姜飞飞"
0658,LW 公司法与商法（ACCA）,48.0,3.0,FONSEKA MEIMANAGE MOHANPRADEEP
0659,系统工程,32.0,2.0,李刚
0660,系统工程,32.0,2.0,杨臻
0661,系统工程,32.0,2.0,吴锋
0662,管理信息系统,32.0,2.0,刘笑笑
0663,系统工程I,48.0,3.0,吴锋
0664,统计学,32.0,2.0,常象宇
0665,宏观经济学,48.0,3.0,杨晶玉
0666,市场营销学,32.0,2.0,杨林岩
0667,公司理财,32.0,2.0,王鲁平
0668,公司理财,32.0,2.0,陈军
0669,公司理财,32.0,2.0,陈军
0670,企业战略管理,32.0,2.0,杨建君
0671,薪酬与绩效管理,32.0,2.0,周密
0672,创业管理,32.0,2.0,赵文红
0673,创业管理,32.0,2.0,姜飞飞
0674,项目管理1,32.0,2.0,"何正文,肖忠东"
0675,设施规划与物流分析,32.0,2.0,贾涛
0676,人因工程,32.0,2.0,刘树林
0677,现代产品开发与设计,32.0,2.0,李刚
0678,现代物流与供应链管理,32.0,2.0,王能民
0679,现代物流与供应链管理,32.0,2.0,孙新宇
0680,管理沟通,32.0,2.0,"尚玉钒,刘人境,钟萌"
0681,管理沟通,32.0,2.0,"尚玉钒,刘人境,钟萌"
0682,生产计划与控制,32.0,2.0,刘雅
0683,管理学,48.0,3.0,王磊
0684,管理学,48.0,3.0,王磊
0685,创新管理,32.0,2.0,魏泽龙
0686,智能决策与机器学习II,32.0,2.0,林绍波
0687,社交网络与文本分析,32.0,2.0,刘跃文
0688,大数据管理方法与应用,32.0,2.0,刘佳鹏
0689,大数据管理方法与应用,32.0,2.0,刘佳鹏
0690,大数据统计与计量分析II,32.0,2.0,刘笑笑
0691,最优化理论与算法I,32.0,2.0,叶海山
0692,机器学习-1,32.0,2.0,王开东
0693,商务大数据分析,32.0,2.0,胡婷
0694,工业品营销与营销渠道管理,32.0,2.0,"肖振鑫,刘静文"
0695,消费者行为学,32.0,2.0,"杨林岩,刘野逸,刘园园"
0696,大数据管理与应用实践,16.0,1.0,王迪
0697,应用统计分析,32.0,2.0,林军
0698,应用统计实践,32.0,1.0,"郑嘉俐,周晓阳"
0699,应用统计实践,32.0,1.0,"孙静春,孙少龙"
0700,中外美术史,64.0,4.0,熊雯
0701,音乐,32.0,2.0,"曹耿献,文茹,刘俊峰"
0702,音乐,32.0,2.0,"曹耿献,文茹,刘俊峰"
0703,中国古代文字学通论,32.0,2.0,刘琰
0704,Design Thinking and Methods,32.0,2.0,冯伟
0705,Frontiers of Technology and Art,32.0,2.0,"赵一青,何静,徐钰彬"
0706,设计概论,48.0,3.0,"牛琛富茜,吴雪,欧阳振宇"
0707,设计构成,64.0,4.0,"牛琛富茜,石淑捷"
0708,景观植物学,32.0,2.0,杨眉
0709,景观植物学,32.0,2.0,杨眉
0710,篆书理论与实践III,48.0,3.0,尚磊明
0711,公共空间设计,64.0,4.0,吴雪
0712,标志与视觉识别系统设计,64.0,4.0,董琪
0713,插画艺术创作,64.0,4.0,石淑捷
0714,雕塑创作 II,64.0,4.0,苗祥瑞
0715,生态景观设计,48.0,3.0,杨眉
0716,专业设计-2,64.0,4.0,刘令贵
0717,专业设计-2,64.0,4.0,石淑捷
0718,专业设计-2,64.0,4.0,苗祥瑞
0719,设计技术-2,32.0,2.0,"何静,徐钰彬"
0720,设计技术-2,32.0,2.0,陈强
0721,专业设计-1,64.0,4.0,赵兴杨
0722,专业设计-1,64.0,4.0,牛琛富茜
0723,专业设计-1,64.0,4.0,陈强
0724,行书临摹与创作-1,32.0,2.0,尚磊明
0725,草书临摹与创作-2,48.0,3.0,王劲
0726,隶书临摹与创作-2,32.0,2.0,孙立滨
0727,行书临摹与创作-3,48.0,3.0,程健
0728,楷书临摹与创作-2,48.0,3.0,孙立滨
0729,篆书临摹与创作-1,32.0,2.0,尚磊明
0730,中国书法遗迹考察,32.0,2.0,"杨晓萍,尚磊明,李颖"
0731,浮雕创作,64.0,4.0,欧阳振宇
0732,古代碑帖选读,32.0,2.0,李颖
0733,篆刻学II,32.0,2.0,孙立滨
0734,东亚书法史,32.0,2.0,李颖
0735,书法美学,32.0,2.0,"杨晓萍,李娟"
0736,品牌策划与品牌设计,64.0,4.0,鲁鹏
0737,人物塑造,64.0,4.0,欧阳振宇
0738,数字化设计与建造,32.0,2.0,"陈强,刘令贵"
0739,多媒体广告设计,64.0,4.0,"牛琛富茜,石淑捷"
0740,传统雕塑临摹,64.0,4.0,张菊芳
0741,中国哲学经典著作导读,32.0,2.0,"燕连福,龚建平,邓妙子,妥建清,雒自新,韩鹏杰,刘俊"
0742,音乐鉴赏,32.0,2.0,"梁睿,文茹,金晨,刘俊峰,李娟,曹耿献,方小笛"
0743,中国传统文化,32.0,2.0,"陆卫明,鲁鹏,王劲,宋希斌,邓妙子,韩鹏杰,李娟"
0744,中国传统文化,32.0,2.0,"陆卫明,鲁鹏,王劲,宋希斌,邓妙子,韩鹏杰,李娟"
0745,心理学基础,32.0,2.0,李占星
0746,心理学基础,32.0,2.0,马亚婷
0747,交响音乐赏析,32.0,2.0,"刘俊峰,文茹,方小笛,李娟,曹耿献"
0748,创意写作,32.0,2.0,"魏琛琳,李明,吴艳,李昕,孙启洲,王瑶"
0749,创意写作,32.0,2.0,"魏琛琳,李明,吴艳,李昕,孙启洲,王瑶"
0750,美术与世界,32.0,2.0,"鲁鹏,苗祥瑞,牛琛富茜,熊雯,张菊芳,杨健雄,周利明"
0751,生活中的社会学,32.0,2.0,"彭瑾,杨建科,孙晓冬,童梅"
0752,社会心理学,32.0,2.0,"王渭玲,王瑜萍,钱玉燕,马亚婷,童梅"
0753,公益与慈善,56.0,2.0,"李娜,孙晓冬,彭瑾"
0754,中国文化与文学精粹,32.0,2.0,"刘祥,李明,李楚,古栋,孙启洲,曾祥金,黎荔,刘彦彦"
0755,性别、 科学与美,32.0,2.0,"周屈兰,王奕轩"
0756,中国文化与中华民族共同体,32.0,2.0,"常新,曹耿献,熊雯,李晓光,魏琛琳,刘琰,张顺"
0757,社会调查的艺术：方法与实践,32.0,2.0,"陈滔,缪晓雷,王梓懿,王旭清,卢春天"
0758,诺贝尔文学奖获奖作品选读,32.0,2.0,"翟杨莉,魏琛琳,魏策策,张勇"
0759,经济社会学,48.0,3.0,"赵文龙,郝明松"
0760,旧制度与大革命,16.0,1.0,杨建科
0761,声乐表演艺术,32.0,2.0,李娟
0762,声乐表演艺术,32.0,2.0,金晨
0763,声乐表演艺术,32.0,2.0,金晨
0764,声乐表演艺术,32.0,2.0,李娟
0765,乐理与视唱,32.0,2.0,刘俊峰
0766,乐理与视唱,32.0,2.0,刘明
0767,影视鉴赏,32.0,2.0,"姚明今,王瑶,谭静,梁宏安,曾祥金"
0768,影视鉴赏,32.0,2.0,"姚明今,王瑶,谭静,梁宏安,曾祥金"
0769,钢琴演奏表演艺术中级,64.0,4.0,刘明
0770,钢琴演奏表演艺术中级,64.0,4.0,方小笛
0771,钢琴演奏表演艺术初级,64.0,4.0,"文茹,刘明"
0772,钢琴演奏表演艺术初级,64.0,4.0,文茹
0773,欧洲浪漫音乐派欣赏,32.0,2.0,方小笛
0774,书法鉴赏,32.0,2.0,程健
0775,积极心理学：交大幸福课,32.0,2.0,"丁晓军,杨沈龙"
0776,审美学,32.0,2.0,常新
0777,＂中国风＂与中国古典音乐,32.0,2.0,"李娟,文茹,方小笛,曹耿献"
0778,中华文化经典选粹,16.0,1.0,"刘彦彦,韩鹏杰"
0779,汉语与社会生活,32.0,2.0,马梅玉
0780,汉语与社会生活,32.0,2.0,丁丁
0781,音乐律动与身体表达,32.0,2.0,"钱玉燕,梁睿"
0782,世界陶瓷文化,32.0,2.0,"张菊芳,赵兴杨,欧阳振宇"
0783,《信任社会——论发展之缘起》导读,16.0,1.0,赵文龙
0784,爱情心理学,32.0,2.0,"刘俊峰,丁晓军,杨沈龙"
0785,爱情心理学,32.0,2.0,"刘俊峰,丁晓军,杨沈龙"
0786,音乐剧实践体验,32.0,2.0,金晨
0787,音乐剧实践体验,32.0,2.0,金晨
0788,文学与中国古代日常生活,32.0,2.0,"刘祥,李明,许浩然,吴小侠,魏琛琳,罗军凤"
