S#,C#,GRADE
57841172,1615,49
57841172,2461,100
57841172,0585,97
57841172,1428,48
57841172,0933,81
57841172,1860,30
57841172,0564,52
35398802,1016,84
35398802,0874,73
35398802,2668,34
35398802,1494,92
35398802,1118,99
35398802,3227,31
35398802,0916,81
35398802,3562,80
35398802,2716,34
35398802,2947,32
35398802,3493,49
35398802,1001,56
35398802,1996,67
35398802,2067,61
35398802,0733,100
35398802,1121,45
35398802,2273,97
35398802,0065,62
35398802,1368,99
35398802,1952,68
88481849,2434,61
88481849,0357,53
88481849,2888,41
88481849,0049,68
88481849,2238,45
88481849,0977,83
88481849,3442,88
88481849,1211,46
88481849,3054,88
88481849,2484,78
88481849,1904,60
88481849,2013,30
88481849,1339,32
88481849,1366,62
88481849,0204,38
88481849,3120,35
88481849,1706,86
88481849,1360,46
88481849,1713,36
88481849,2733,70
13275783,2487,73
13275783,0772,74
13275783,0812,54
13275783,1539,61
13275783,2821,76
13275783,0092,75
13275783,0440,95
13275783,3349,92
13275783,3100,57
13275783,0923,41
13275783,2021,40
13275783,1208,97
13275783,2334,97
13275783,1811,30
13275783,2369,54
13275783,2067,60
13275783,2437,81
13275783,0998,37
13275783,3089,92
13275783,3110,95
52372673,0657,74
52372673,2188,72
52372673,0951,65
52372673,0819,70
52372673,1589,69
52372673,0552,73
52372673,2351,54
52372673,3413,39
52372673,1333,63
52372673,3503,99
52372673,0009,56
52372673,0855,48
52372673,2832,82
52372673,2643,54
52372673,0669,77
52372673,3569,39
52372673,1109,75
52372673,1757,100
52372673,0261,61
52372673,3187,50
31906351,3412,68
31906351,1709,84
31906351,1212,74
31906351,0858,52
31906351,3071,91
31906351,3294,32
31906351,0567,73
31906351,0301,31
31906351,1922,94
31906351,1340,47
31906351,2531,54
31906351,3207,54
31906351,1914,91
31906351,1394,31
31906351,2900,93
31906351,2669,79
31906351,2409,33
31906351,2485,58
31906351,0931,95
31906351,1202,98
90261439,1400,69
90261439,2945,70
90261439,1752,36
90261439,0418,40
90261439,1369,30
90261439,2921,31
90261439,3386,59
90261439,3602,64
90261439,1607,78
90261439,0576,86
90261439,1381,52
90261439,3421,47
90261439,3258,90
90261439,3151,78
90261439,2087,74
90261439,3105,65
90261439,2573,35
90261439,2854,41
90261439,2626,87
90261439,2619,57
90038868,0472,87
90038868,2992,58
90038868,3653,57
90038868,3064,33
90038868,0713,44
90038868,3062,58
90038868,2894,35
90038868,2394,66
90038868,3013,75
90038868,2484,72
90038868,1367,97
90038868,0353,40
90038868,1990,32
90038868,1151,39
90038868,2498,33
90038868,3252,41
90038868,1474,66
90038868,1328,55
90038868,1522,75
90038868,1968,91
97246272,3613,81
97246272,0417,60
97246272,1698,59
97246272,0732,85
97246272,3635,56
97246272,1304,32
97246272,3189,46
97246272,3450,55
97246272,2609,82
97246272,2649,67
97246272,3374,95
97246272,2164,63
97246272,0807,33
97246272,3091,80
97246272,1444,41
97246272,0925,61
97246272,3415,59
97246272,1761,93
97246272,0326,40
97246272,1373,72
55855596,1331,96
55855596,3675,97
55855596,0066,58
55855596,1556,30
55855596,0585,59
55855596,3170,42
55855596,3093,30
55855596,0234,35
55855596,0382,96
55855596,2599,41
55855596,1770,78
55855596,0625,96
55855596,2917,41
55855596,0369,35
55855596,0411,98
55855596,2270,76
55855596,0140,77
55855596,2646,59
55855596,0748,46
55855596,0530,92
22673259,1318,71
22673259,2269,58
22673259,2479,70
22673259,1200,66
22673259,2412,74
22673259,3011,50
22673259,1675,41
22673259,2102,32
22673259,1952,91
22673259,2467,48
22673259,0022,71
22673259,2937,48
22673259,0260,37
22673259,1866,55
22673259,2745,64
22673259,3270,43
22673259,2203,36
22673259,3313,71
22673259,2130,63
22673259,2504,48
13588356,0618,78
13588356,1703,83
13588356,0442,97
13588356,3125,64
13588356,2255,70
13588356,2982,38
13588356,0242,55
13588356,3025,89
13588356,3137,42
13588356,3548,90
13588356,2168,45
13588356,0437,30
13588356,2469,39
13588356,3306,91
13588356,1378,83
13588356,1711,45
13588356,3369,42
13588356,1020,38
13588356,0584,65
13588356,1184,41
32036373,3631,60
32036373,2461,89
32036373,1927,47
32036373,3280,47
32036373,2346,37
32036373,0455,53
32036373,2336,82
32036373,1924,34
32036373,2671,47
32036373,2998,69
32036373,1777,85
32036373,1367,79
32036373,1690,60
32036373,0982,56
32036373,0123,83
32036373,0126,46
32036373,2802,75
32036373,1793,82
32036373,3523,100
32036373,2504,37
98423663,2812,77
98423663,0076,36
98423663,0045,39
98423663,0464,50
98423663,2369,76
98423663,1426,61
98423663,0280,97
98423663,1340,41
98423663,0670,65
98423663,1526,90
98423663,2861,61
98423663,3252,98
98423663,2485,73
98423663,2557,60
98423663,2330,100
98423663,2054,88
98423663,0108,53
98423663,2519,88
98423663,2159,86
98423663,1495,36
59710485,0258,70
59710485,3232,74
59710485,1257,88
59710485,3405,46
59710485,1872,77
59710485,2944,100
59710485,1055,55
59710485,1942,73
59710485,1766,52
59710485,0215,72
59710485,1501,31
59710485,1610,91
59710485,3679,44
59710485,0502,88
59710485,3120,76
59710485,2371,81
59710485,0868,89
59710485,2270,88
59710485,0211,40
59710485,1932,55
54851755,1730,62
54851755,2121,51
54851755,2857,50
54851755,3061,63
54851755,3232,84
54851755,3415,64
54851755,1775,44
54851755,0356,54
54851755,2959,69
54851755,2562,68
54851755,3040,55
54851755,0138,35
54851755,3685,76
54851755,3312,48
54851755,1248,30
54851755,0550,78
54851755,3279,91
54851755,1858,92
54851755,0257,65
54851755,0384,90
88208443,0981,76
88208443,1887,95
88208443,3402,56
88208443,2013,71
88208443,2014,67
88208443,0575,72
88208443,2034,98
88208443,1324,98
88208443,1766,57
88208443,0812,87
88208443,3149,83
88208443,1459,33
88208443,1152,77
88208443,0922,44
88208443,3401,60
88208443,2084,95
88208443,1291,100
88208443,1783,45
88208443,1279,36
88208443,2802,48
96974015,1535,42
96974015,1136,58
96974015,0989,83
96974015,2621,88
96974015,1753,40
96974015,0207,44
96974015,1942,88
96974015,2902,68
96974015,2070,38
96974015,2616,75
96974015,1835,77
96974015,0168,36
96974015,0426,61
96974015,3392,38
96974015,1742,71
96974015,0013,37
96974015,0222,42
96974015,0608,31
96974015,0216,46
96974015,3252,46
11230852,0815,39
11230852,2262,51
11230852,0406,57
11230852,2834,57
11230852,2622,100
11230852,0697,37
11230852,3507,57
11230852,0488,61
11230852,1746,33
11230852,0306,72
11230852,1642,89
11230852,0889,85
11230852,0056,66
11230852,1370,51
11230852,1995,92
11230852,1022,55
11230852,2536,49
11230852,2297,84
11230852,3383,71
11230852,1930,82
34899045,2261,70
34899045,1282,53
34899045,1644,67
34899045,1721,97
34899045,2879,88
34899045,3162,72
34899045,3430,77
34899045,1797,91
34899045,1781,39
34899045,1418,85
34899045,1425,100
34899045,1652,74
34899045,1757,70
34899045,0621,96
34899045,1618,82
34899045,2157,60
34899045,1056,98
34899045,0458,32
34899045,0455,89
34899045,0215,90
23370148,1335,86
23370148,3297,72
23370148,1482,100
23370148,3456,71
23370148,1637,84
23370148,3521,99
23370148,2180,39
23370148,3350,94
23370148,1437,91
23370148,0099,53
23370148,2479,68
23370148,0971,74
23370148,3025,73
23370148,1522,99
23370148,2552,53
23370148,3244,44
23370148,2694,77
23370148,1449,38
23370148,0176,99
23370148,3481,75
46260446,0193,75
46260446,3647,65
46260446,3306,70
46260446,2526,58
46260446,2408,62
46260446,0245,34
46260446,2747,96
46260446,1036,100
46260446,0804,93
46260446,1572,75
46260446,2447,89
46260446,1030,97
46260446,3462,61
46260446,0069,90
46260446,0584,32
46260446,1353,92
46260446,1498,47
46260446,3577,72
46260446,1233,69
46260446,1803,80
70549142,0994,100
70549142,3018,39
70549142,1441,42
70549142,0313,90
70549142,3215,90
70549142,2439,41
70549142,3125,92
70549142,3370,55
70549142,2292,63
70549142,2991,31
70549142,2429,33
70549142,0442,88
70549142,2170,51
70549142,0647,100
70549142,3349,51
70549142,1076,58
70549142,3071,36
70549142,2722,96
70549142,1720,53
70549142,1224,42
46434439,1682,64
46434439,3053,51
46434439,0360,88
46434439,0546,62
46434439,0908,61
46434439,2735,100
46434439,1010,36
46434439,2824,78
46434439,3371,86
46434439,0817,41
46434439,0370,58
46434439,1126,47
46434439,0101,67
46434439,2118,58
46434439,3335,34
46434439,1456,92
46434439,3421,68
46434439,2518,68
46434439,1212,37
46434439,0452,32
57140404,2024,49
57140404,2367,87
57140404,0314,54
57140404,3277,46
57140404,3555,63
57140404,2773,97
57140404,1792,90
57140404,1747,68
57140404,1184,93
57140404,0294,42
57140404,1305,64
57140404,1681,97
57140404,2261,91
57140404,0272,72
57140404,1378,85
57140404,3396,57
57140404,2683,55
57140404,0738,87
57140404,0497,33
57140404,1491,53
32452084,1183,94
32452084,3555,57
32452084,0095,53
32452084,0933,35
32452084,1716,73
32452084,3204,36
32452084,1724,33
32452084,0620,70
32452084,0570,52
32452084,3304,55
32452084,1274,46
32452084,1879,53
32452084,1021,66
32452084,3023,93
32452084,3346,31
32452084,1723,69
32452084,3000,66
32452084,0433,88
32452084,1532,82
32452084,1290,63
82654521,2812,82
82654521,0699,77
82654521,2010,67
82654521,1959,82
82654521,0868,60
82654521,2161,91
82654521,1629,82
82654521,3194,57
82654521,3669,44
82654521,1753,83
82654521,3304,36
82654521,3496,59
82654521,3052,82
82654521,3180,49
82654521,3670,42
82654521,0593,56
82654521,1278,37
82654521,1341,75
82654521,2956,56
82654521,1009,39
93560415,3434,78
93560415,3425,52
93560415,3382,63
93560415,2258,100
93560415,1642,41
93560415,2789,84
93560415,3327,67
93560415,1822,68
93560415,0608,65
93560415,1045,97
93560415,1427,97
93560415,3552,56
93560415,2853,84
93560415,2697,77
93560415,2710,91
93560415,0394,62
93560415,2969,68
93560415,2877,47
93560415,3345,37
93560415,0811,86
37297498,2949,88
37297498,2881,80
37297498,0752,50
37297498,0335,37
37297498,1159,54
37297498,0901,54
37297498,1409,55
37297498,1709,64
37297498,2572,95
37297498,0916,46
37297498,2607,77
37297498,1883,30
37297498,0559,73
37297498,0488,32
37297498,1948,72
37297498,2820,30
37297498,1627,39
37297498,0826,43
37297498,2148,74
37297498,1027,69
30107773,1116,45
30107773,3520,30
30107773,3214,43
30107773,1503,96
30107773,3640,45
30107773,3678,56
30107773,1036,63
30107773,3623,96
30107773,1954,69
30107773,0617,51
30107773,2237,66
30107773,0058,92
30107773,1285,62
30107773,0918,63
30107773,1671,72
30107773,2685,47
30107773,0269,88
30107773,0339,64
30107773,3674,37
30107773,1362,88
17651800,2375,84
17651800,1050,54
17651800,0589,88
17651800,0494,37
17651800,2705,48
17651800,0515,79
17651800,1449,69
17651800,1557,79
17651800,0277,62
17651800,0310,34
17651800,3300,53
17651800,0510,48
17651800,0914,62
17651800,1096,54
17651800,2263,68
17651800,0919,40
17651800,2250,35
17651800,3147,44
17651800,1436,95
17651800,3235,98
63810762,1040,56
63810762,1907,43
63810762,3347,70
63810762,2236,31
63810762,3085,46
63810762,2714,70
63810762,1426,83
63810762,3316,95
63810762,3522,54
63810762,2394,30
63810762,2294,98
63810762,3403,95
63810762,0759,37
63810762,2123,70
63810762,1028,73
63810762,1138,99
63810762,2362,88
63810762,1155,52
63810762,0036,35
63810762,3261,72
55869734,3086,55
55869734,2483,81
55869734,0442,39
55869734,0962,43
55869734,0664,82
55869734,0152,51
55869734,2041,81
55869734,3045,99
55869734,0107,62
55869734,0088,43
55869734,2971,47
55869734,0843,92
55869734,0007,77
55869734,3136,98
55869734,0708,66
55869734,1996,33
55869734,0354,46
55869734,0789,47
55869734,1348,41
55869734,2955,92
11220417,3211,88
11220417,0958,30
11220417,2314,75
11220417,0620,94
11220417,0263,47
11220417,2823,78
11220417,1541,40
11220417,2367,34
11220417,1443,92
11220417,0412,75
11220417,1773,32
11220417,1612,52
11220417,0959,88
11220417,1736,87
11220417,0466,53
11220417,3104,75
11220417,1625,74
11220417,0203,59
11220417,0965,44
11220417,2111,63
18297548,1732,79
18297548,0074,100
18297548,0626,100
18297548,1437,90
18297548,1054,88
18297548,1626,88
18297548,0573,44
18297548,0830,72
18297548,0773,55
18297548,0603,35
18297548,1375,57
18297548,3681,56
18297548,0023,66
18297548,0264,87
18297548,0004,47
18297548,3578,54
18297548,2579,85
18297548,0407,71
18297548,1137,41
18297548,2554,93
83200270,1620,44
83200270,3617,65
83200270,3484,31
83200270,0459,31
83200270,0371,80
83200270,0876,84
83200270,3279,90
83200270,1508,47
83200270,0597,63
83200270,1358,82
83200270,0089,54
83200270,0961,65
83200270,2458,36
83200270,2839,55
83200270,2357,94
83200270,2818,60
83200270,2569,35
83200270,3057,74
83200270,3667,52
83200270,2972,78
89302365,1902,71
89302365,2320,78
89302365,0728,90
89302365,3241,99
89302365,2733,38
89302365,2697,63
89302365,0861,86
89302365,2823,53
89302365,3632,76
89302365,3630,42
89302365,0307,54
89302365,0511,48
89302365,1728,32
89302365,2941,60
89302365,1742,54
89302365,0707,80
89302365,2915,38
89302365,3529,50
89302365,2122,85
89302365,0469,85
85215564,2361,82
85215564,1922,32
85215564,0655,50
85215564,0609,86
85215564,1487,96
85215564,3113,33
85215564,3262,74
85215564,2884,44
85215564,3153,31
85215564,1588,58
85215564,2026,88
85215564,2838,52
85215564,1434,77
85215564,1555,35
85215564,1831,40
85215564,1116,100
85215564,1353,73
85215564,0489,88
85215564,3601,37
85215564,2423,62
40099073,2046,44
40099073,1213,33
40099073,1623,49
40099073,0025,97
40099073,0322,94
40099073,2979,64
40099073,3193,70
40099073,2677,73
40099073,2533,56
40099073,0325,48
40099073,3635,66
40099073,3192,90
40099073,3083,42
40099073,0066,54
40099073,1609,83
40099073,2287,95
40099073,2426,65
40099073,1603,58
40099073,2126,72
40099073,0516,31
21666922,2105,92
21666922,0649,65
21666922,2532,68
21666922,1857,70
21666922,3183,74
21666922,1948,99
21666922,2534,84
21666922,0490,39
21666922,1291,38
21666922,1326,40
21666922,0587,89
21666922,0475,65
21666922,1525,61
21666922,1069,44
21666922,2243,98
21666922,2429,43
21666922,3290,83
21666922,1090,60
21666922,3367,100
21666922,2277,85
90563091,0784,73
90563091,1691,65
90563091,2668,71
90563091,1346,50
90563091,0794,62
90563091,2807,38
90563091,0057,59
90563091,2514,98
90563091,2868,60
90563091,2625,88
90563091,3548,67
90563091,2173,99
90563091,3064,87
90563091,2291,32
90563091,2674,62
90563091,1421,66
90563091,2457,93
90563091,0732,39
90563091,1237,78
90563091,0848,56
10088940,3022,89
10088940,3640,54
10088940,2053,68
10088940,2042,71
10088940,0699,30
10088940,3232,71
10088940,1429,67
10088940,3261,87
10088940,1542,71
10088940,0471,80
10088940,1255,51
10088940,1403,51
10088940,3025,77
10088940,3157,39
10088940,2771,37
10088940,0106,50
10088940,0357,76
10088940,0045,84
10088940,3072,72
10088940,0059,40
20631941,1639,97
20631941,0427,35
20631941,1477,67
20631941,1880,54
20631941,0344,61
20631941,0670,60
20631941,1656,82
20631941,2581,59
20631941,2303,55
20631941,2075,46
20631941,2329,96
20631941,1106,67
20631941,0127,77
20631941,1538,97
20631941,0363,45
20631941,2319,31
20631941,2247,82
20631941,2903,89
20631941,1616,91
20631941,3028,44
97466730,0693,79
97466730,2756,41
97466730,2110,41
97466730,2268,78
97466730,1145,47
97466730,2383,70
97466730,1122,84
97466730,3439,52
97466730,0230,55
97466730,2879,61
97466730,0595,71
97466730,3538,69
97466730,0954,56
97466730,0490,58
97466730,1224,54
97466730,3211,48
97466730,2527,64
97466730,0866,68
97466730,1376,81
97466730,1825,32
70930477,2165,55
70930477,3125,45
70930477,2664,77
70930477,0136,40
70930477,1994,39
70930477,0650,96
70930477,1185,74
70930477,1055,96
70930477,3049,74
70930477,2675,77
70930477,1794,74
70930477,0381,83
70930477,2617,65
70930477,1721,38
70930477,0498,72
70930477,1240,91
70930477,3637,67
70930477,0119,62
70930477,2405,75
70930477,2407,85
35496417,0168,80
35496417,0568,74
35496417,2764,97
35496417,3472,60
35496417,1914,90
35496417,3664,38
35496417,0942,69
35496417,2312,44
35496417,0836,54
35496417,0469,34
35496417,2295,68
35496417,0071,83
35496417,1696,56
35496417,0347,42
35496417,0763,59
35496417,0708,64
35496417,1870,43
35496417,3328,96
35496417,2850,44
35496417,0791,77
22607891,1753,70
22607891,2086,31
22607891,2979,85
22607891,3024,69
22607891,2525,94
22607891,3077,72
22607891,2926,44
22607891,3250,44
22607891,2704,31
22607891,1598,93
22607891,0416,49
22607891,2576,55
22607891,3625,96
22607891,1813,78
22607891,3474,69
22607891,3204,95
22607891,1789,76
22607891,3237,65
22607891,0273,81
22607891,2202,52
80742729,2442,47
80742729,2349,55
80742729,3167,43
80742729,2286,96
80742729,3300,100
80742729,1664,38
80742729,0962,62
80742729,1255,37
80742729,2982,69
80742729,0720,34
80742729,1598,46
80742729,2584,85
80742729,2407,44
80742729,1733,66
80742729,0141,65
80742729,0783,56
80742729,3561,33
80742729,3044,44
